Ano;Grupo CID-10;Faixa Etária;Valor
2019;Obesidade e outras formas de hiperalimentação;50 a 59 anos;3
2019;Distúrbios metabólicos;50 a 59 anos;2
2019;Transtornos mentais orgânicos, incl sintomáticos;50 a 59 anos;1
2019;Transt ment e comport dev ao uso subst psicoativa;50 a 59 anos;15
2019;Esquizofrenia, transt esquizotípicos e delirantes;50 a 59 anos;2
2019;Transtornos do humor [afetivos];50 a 59 anos;1
2019;Retardo mental;50 a 59 anos;1
2019;Transtorno mental não especificado;50 a 59 anos;1
2019;Doenças inflamatórias do sistema nervoso central;50 a 59 anos;4
2019;Atrofias sistêm q afetam princ o sist nerv central;50 a 59 anos;9
2019;Doenças extrapiramidais e transt dos movimentos;50 a 59 anos;2
2019;Outras doenças degenerativas do sistema nervoso;50 a 59 anos;3
2019;Doenças desmielinizantes do sist nervoso central;50 a 59 anos;1
2019;Transtornos episódicos e paroxísticos;50 a 59 anos;4
2019;Polineuropatias e outr transt sist nerv periférico;50 a 59 anos;1
2019;Doenças da junção mioneural e dos músculos;50 a 59 anos;2
2019;Paralisia cerebral e outras síndromes paralíticas;50 a 59 anos;1
2019;Outros transtornos do sistema nervoso;50 a 59 anos;14
2019;Doenças do ouvido médio e da mastóide;50 a 59 anos;-
2019;Febre reumática aguda;50 a 59 anos;-
2019;Doenças reumáticas crônicas do coração;50 a 59 anos;3
2019;Doenças hipertensivas;50 a 59 anos;16
2019;Doenças isquêmicas do coração;50 a 59 anos;173
2019;Doenças cardíaca pulmonar e da circulação pulmonar;50 a 59 anos;22
2019;Outras formas de doença do coração;50 a 59 anos;90
2019;Doenças cerebrovasculares;50 a 59 anos;109
2019;Doenças das artérias, das arteríolas e capilares;50 a 59 anos;35
2019;Doenças veias, vasos e gânglios linfáticos, NCOP;50 a 59 anos;7
2019;Outros transt e os não espec aparelho circulatório;50 a 59 anos;-
2019;Infecções agudas das vias aéreas superiores;50 a 59 anos;-
2019;Influenza [gripe] e pneumonia;50 a 59 anos;72
2019;Outras infecções agudas das vias aéreas inferiores;50 a 59 anos;-
2019;Outras doenças das vias aéreas superiores;50 a 59 anos;-
2019;Doenças crônicas das vias aéreas inferiores;50 a 59 anos;16
2019;Doenças pulmonares devidas a agentes externos;50 a 59 anos;6
2019;Outras doenças respirat q afetam princ interstício;50 a 59 anos;8
2019;Afecções necróticas e supurat vias aéreas infer;50 a 59 anos;1
2019;Outras doenças da pleura;50 a 59 anos;1
2019;Outras doenças do aparelho respiratório;50 a 59 anos;8
2019;Doenças cavidade oral, glând salivares e maxilares;50 a 59 anos;-
2019;Doenças do esôfago, do estômago e do duodeno;50 a 59 anos;7
2019;Doenças do apêndice;50 a 59 anos;3
2019;Hérnias;50 a 59 anos;6
2019;Enterites e colites não-infecciosas;50 a 59 anos;3
2019;Outras doenças dos intestinos;50 a 59 anos;21
2019;Doenças do peritônio;50 a 59 anos;7
2019;Doenças do fígado;50 a 59 anos;100
2019;Transt vesícula biliar, vias biliares e pâncreas;50 a 59 anos;16
2019;Outras doenças do aparelho digestivo;50 a 59 anos;6
2019;Infecções da pele e do tecido subcutâneo;50 a 59 anos;11
2019;Afecções pápulo-descamativas;50 a 59 anos;1
2019;Urticária e eritema;50 a 59 anos;-
2019;Outras afecções da pele e do tecido subcutâneo;50 a 59 anos;-
2019;Artropatias;50 a 59 anos;3
2019;Doenças sistêmicas do tecido conjuntivo;50 a 59 anos;7
2019;Dorsopatias;50 a 59 anos;1
2019;Transtornos dos tecidos moles;50 a 59 anos;3
2019;Osteopatias e condropatias;50 a 59 anos;1
2019;Doenças glomerulares;50 a 59 anos;1
2019;Doenças renais túbulo-intersticiais;50 a 59 anos;10
2019;Insuficiência renal;50 a 59 anos;17
2019;Calculose renal;50 a 59 anos;2
2019;Outros transtornos do rim e do ureter;50 a 59 anos;1
2019;Outras doenças do aparelho urinário;50 a 59 anos;9
2019;Doenças dos órgãos genitais masculinos;50 a 59 anos;2
2019;Doenças inflamatórias órgãos pélvicos femininos;50 a 59 anos;1
2019;Transt não-inflamatórios do trato genital feminino;50 a 59 anos;1
2019;Edema proteinúr e transt hipert gravid parto puerp;50 a 59 anos;-
2019;Outros transtornos maternos relac predom gravidez;50 a 59 anos;-
2019;Complicações do trabalho de parto e do parto;50 a 59 anos;-
2019;Complicações relacionadas predom com o puerpério;50 a 59 anos;-
2019;Outras afecções obstétricas NCOP;50 a 59 anos;-
2019;Fet rec-nasc afet fat mat e compl grav, trab parto;50 a 59 anos;-
2019;Transt relac com a duração gestação e cresc fetal;50 a 59 anos;-
2019;Traumatismo de parto;50 a 59 anos;-
2019;Transt respirat e cardiovasc específ per perinatal;50 a 59 anos;-
2019;Infecções específicas do período perinatal;50 a 59 anos;-
2019;Transt hemorrág e hematológ feto e recém-nascido;50 a 59 anos;-
2019;Transt aparelho digestivo do feto ou recém-nascido;50 a 59 anos;-
2019;Outros transtornos originados no período perinatal;50 a 59 anos;-
2019;Malformações congênitas do sistema nervoso;50 a 59 anos;-
2019;Malformações congênitas do aparelho circulatório;50 a 59 anos;2
2019;Malformações congênitas do aparelho respiratório;50 a 59 anos;-
2019;Outras malformações congênitas aparelho digestivo;50 a 59 anos;-
2019;Malformações congênitas dos órgãos genitais;50 a 59 anos;1
2019;Malformações congênitas do aparelho urinário;50 a 59 anos;1
2019;Malform e deform congênit do sistema osteomuscular;50 a 59 anos;-
2019;Outras malformações congênitas;50 a 59 anos;-
2019;Anomalias cromossômicas NCOP;50 a 59 anos;1
2019;Sint e sinais relat aparelho circulat e respirat;50 a 59 anos;-
2019;Sintom e sinais relat ao aparelho digest e abdome;50 a 59 anos;1
2019;Sint e sinais relat sist nervoso e osteomuscular;50 a 59 anos;-
2019;Sintomas e sinais gerais;50 a 59 anos;2
2019;Causas mal definidas e desconhecidas mortalidade;50 a 59 anos;29
2019;Acidentes;50 a 59 anos;60
2019;Lesões autoprovocadas intencionalmente;50 a 59 anos;20
2019;Agressões;50 a 59 anos;36
2019;Eventos (fatos) cuja intenção é indeterminada;50 a 59 anos;59
2019;Intervenções legais e operações de guerra;50 a 59 anos;-
2019;Complicações de assistência médica e cirúrgica;50 a 59 anos;-
2019;Seqüelas causas externas de morbidade e mortalidad;50 a 59 anos;-
2020;Doenças infecciosas intestinais;50 a 59 anos;5
2020;Tuberculose;50 a 59 anos;22
2020;Algumas doenças bacterianas zoonóticas;50 a 59 anos;2
2020;Outras doenças bacterianas;50 a 59 anos;20
2020;Infecções de transmissão predominantemente sexual;50 a 59 anos;1
2020;Infecções virais do sistema nervoso central;50 a 59 anos;1
2020;Febres por arbovírus e febres hemorrágicas virais;50 a 59 anos;3
2020;Infecções virais caract p/lesões de pele e mucosas;50 a 59 anos;-
2020;Hepatite viral;50 a 59 anos;2
2020;Doença pelo vírus da imunodeficiência humana [HIV];50 a 59 anos;36
2020;Outras doenças por vírus;50 a 59 anos;644
2020;Micoses;50 a 59 anos;-
2020;Doenças devidas a protozoários;50 a 59 anos;4
2020;Helmintíases;50 a 59 anos;1
2020;Pediculose, acaríase e outras infestações;50 a 59 anos;1
2020;Seqüelas de doenças infecciosas e parasitárias;50 a 59 anos;3
2020;Outras doenças infecciosas;50 a 59 anos;-
2020;Neoplasias malignas;50 a 59 anos;506
2020;Neoplasias [tumores] benignas(os);50 a 59 anos;-
2020;Neopl de comportamento incerto ou desconhecido;50 a 59 anos;2
2020;Anemias nutricionais;50 a 59 anos;-
2020;Anemias hemolíticas;50 a 59 anos;-
2020;Anemias aplásticas e outras anemias;50 a 59 anos;2
2020;Defeitos coagulação, púrpura, outr afecç hemorrág;50 a 59 anos;1
2020;Outras doenças do sangue e órgãos hematopoéticos;50 a 59 anos;1
2020;Alguns transt q comprometem o mecanismo imunitário;50 a 59 anos;1
2020;Transtornos da glândula tireóide;50 a 59 anos;1
2020;Diabetes mellitus;50 a 59 anos;55
2020;Outr transt regulação glicose e secr pancreát int;50 a 59 anos;-
2020;Transtornos de outras glândulas endócrinas;50 a 59 anos;-
2020;Desnutrição;50 a 59 anos;-
2020;Outras deficiências nutricionais;50 a 59 anos;-
2020;Obesidade e outras formas de hiperalimentação;50 a 59 anos;8
2020;Distúrbios metabólicos;50 a 59 anos;6
2020;Transtornos mentais orgânicos, incl sintomáticos;50 a 59 anos;2
2020;Transt ment e comport dev ao uso subst psicoativa;50 a 59 anos;23
2020;Esquizofrenia, transt esquizotípicos e delirantes;50 a 59 anos;2
2020;Transtornos do humor [afetivos];50 a 59 anos;2
2020;Transt neuróticos, relacion stress e somatoformes;50 a 59 anos;-
2020;Síndr comport assoc disfunç fisiológ e fat físicos;50 a 59 anos;-
2020;Retardo mental;50 a 59 anos;1
2020;Transtornos do desenvolvimento psicológico;50 a 59 anos;-
2020;Transtorno mental não especificado;50 a 59 anos;-
2020;Doenças inflamatórias do sistema nervoso central;50 a 59 anos;-
2020;Atrofias sistêm q afetam princ o sist nerv central;50 a 59 anos;6
2020;Doenças extrapiramidais e transt dos movimentos;50 a 59 anos;-
2020;Outras doenças degenerativas do sistema nervoso;50 a 59 anos;6
2020;Doenças desmielinizantes do sist nervoso central;50 a 59 anos;1
2020;Transtornos episódicos e paroxísticos;50 a 59 anos;6
2020;Polineuropatias e outr transt sist nerv periférico;50 a 59 anos;-
2020;Doenças da junção mioneural e dos músculos;50 a 59 anos;4
2020;Paralisia cerebral e outras síndromes paralíticas;50 a 59 anos;1
2020;Outros transtornos do sistema nervoso;50 a 59 anos;5
2020;Doenças do ouvido médio e da mastóide;50 a 59 anos;2
2020;Febre reumática aguda;50 a 59 anos;2
2020;Doenças reumáticas crônicas do coração;50 a 59 anos;5
2020;Doenças hipertensivas;50 a 59 anos;50
2020;Doenças isquêmicas do coração;50 a 59 anos;122
2020;Doenças cardíaca pulmonar e da circulação pulmonar;50 a 59 anos;11
2020;Outras formas de doença do coração;50 a 59 anos;95
2020;Doenças cerebrovasculares;50 a 59 anos;132
2020;Doenças das artérias, das arteríolas e capilares;50 a 59 anos;26
2020;Doenças veias, vasos e gânglios linfáticos, NCOP;50 a 59 anos;3
2020;Outros transt e os não espec aparelho circulatório;50 a 59 anos;-
2020;Infecções agudas das vias aéreas superiores;50 a 59 anos;1
2020;Influenza [gripe] e pneumonia;50 a 59 anos;70
2020;Outras infecções agudas das vias aéreas inferiores;50 a 59 anos;1
2020;Outras doenças das vias aéreas superiores;50 a 59 anos;-
2020;Doenças crônicas das vias aéreas inferiores;50 a 59 anos;18
2020;Doenças pulmonares devidas a agentes externos;50 a 59 anos;3
2020;Outras doenças respirat q afetam princ interstício;50 a 59 anos;3
2020;Afecções necróticas e supurat vias aéreas infer;50 a 59 anos;-
2020;Outras doenças da pleura;50 a 59 anos;3
2020;Outras doenças do aparelho respiratório;50 a 59 anos;17
2020;Doenças do esôfago, do estômago e do duodeno;50 a 59 anos;11
2020;Doenças do apêndice;50 a 59 anos;1
2020;Hérnias;50 a 59 anos;7
2020;Enterites e colites não-infecciosas;50 a 59 anos;-
2020;Outras doenças dos intestinos;50 a 59 anos;13
2020;Doenças do peritônio;50 a 59 anos;7
2020;Doenças do fígado;50 a 59 anos;94
2020;Transt vesícula biliar, vias biliares e pâncreas;50 a 59 anos;16
2020;Outras doenças do aparelho digestivo;50 a 59 anos;6
2020;Infecções da pele e do tecido subcutâneo;50 a 59 anos;10
2020;Afecções bolhosas;50 a 59 anos;1
2020;Afecções pápulo-descamativas;50 a 59 anos;-
2020;Outras afecções da pele e do tecido subcutâneo;50 a 59 anos;2
2020;Artropatias;50 a 59 anos;-
2020;Doenças sistêmicas do tecido conjuntivo;50 a 59 anos;1
2020;Dorsopatias;50 a 59 anos;-
2020;Transtornos dos tecidos moles;50 a 59 anos;1
2020;Osteopatias e condropatias;50 a 59 anos;-
2020;Doenças glomerulares;50 a 59 anos;1
2020;Doenças renais túbulo-intersticiais;50 a 59 anos;4
2020;Insuficiência renal;50 a 59 anos;12
2020;Calculose renal;50 a 59 anos;-
2020;Outros transtornos do rim e do ureter;50 a 59 anos;-
2020;Outras doenças do aparelho urinário;50 a 59 anos;11
2020;Doenças dos órgãos genitais masculinos;50 a 59 anos;1
2020;Doenças inflamatórias órgãos pélvicos femininos;50 a 59 anos;1
2020;Transt não-inflamatórios do trato genital feminino;50 a 59 anos;-
2020;Edema proteinúr e transt hipert gravid parto puerp;50 a 59 anos;-
2020;Outros transtornos maternos relac predom gravidez;50 a 59 anos;-
2020;Assist à mãe mot feto cavid amniót e prob rel part;50 a 59 anos;-
2020;Complicações do trabalho de parto e do parto;50 a 59 anos;-
2020;Complicações relacionadas predom com o puerpério;50 a 59 anos;-
2020;Outras afecções obstétricas NCOP;50 a 59 anos;-
2020;Fet rec-nasc afet fat mat e compl grav, trab parto;50 a 59 anos;-
2020;Transt relac com a duração gestação e cresc fetal;50 a 59 anos;-
2020;Traumatismo de parto;50 a 59 anos;-
2020;Transt respirat e cardiovasc específ per perinatal;50 a 59 anos;-
2020;Infecções específicas do período perinatal;50 a 59 anos;-
2020;Transt hemorrág e hematológ feto e recém-nascido;50 a 59 anos;-
2020;Transt aparelho digestivo do feto ou recém-nascido;50 a 59 anos;-
2020;Afecç comprom tegument e reg térm fet e recém-nasc;50 a 59 anos;-
2020;Outros transtornos originados no período perinatal;50 a 59 anos;-
2020;Malformações congênitas do sistema nervoso;50 a 59 anos;1
2020;Malformações congênitas do aparelho circulatório;50 a 59 anos;2
2020;Malformações congênitas do aparelho respiratório;50 a 59 anos;-
2020;Outras malformações congênitas aparelho digestivo;50 a 59 anos;-
2020;Malformações congênitas do aparelho urinário;50 a 59 anos;-
2020;Malform e deform congênit do sistema osteomuscular;50 a 59 anos;-
2020;Outras malformações congênitas;50 a 59 anos;-
2020;Anomalias cromossômicas NCOP;50 a 59 anos;3
2020;Sint e sinais relat aparelho circulat e respirat;50 a 59 anos;2
2020;Sintom e sinais relat ao aparelho digest e abdome;50 a 59 anos;1
2020;Sintom e sinais relat à pele e tecido subcutâneo;50 a 59 anos;1
2020;Sintomas e sinais gerais;50 a 59 anos;2
2020;Causas mal definidas e desconhecidas mortalidade;50 a 59 anos;82
2020;Acidentes;50 a 59 anos;50
2020;Lesões autoprovocadas intencionalmente;50 a 59 anos;14
2020;Agressões;50 a 59 anos;45
2020;Eventos (fatos) cuja intenção é indeterminada;50 a 59 anos;77
2020;Complicações de assistência médica e cirúrgica;50 a 59 anos;5
2020;Seqüelas causas externas de morbidade e mortalidad;50 a 59 anos;2
2016;Doenças infecciosas intestinais;60 a 69 anos;14
2016;Tuberculose;60 a 69 anos;12
2016;Algumas doenças bacterianas zoonóticas;60 a 69 anos;2
2016;Outras doenças bacterianas;60 a 69 anos;41
2016;Infecções de transmissão predominantemente sexual;60 a 69 anos;-
2016;Infecções virais do sistema nervoso central;60 a 69 anos;1
2016;Febres por arbovírus e febres hemorrágicas virais;60 a 69 anos;4
2016;Infecções virais caract p/lesões de pele e mucosas;60 a 69 anos;1
2016;Hepatite viral;60 a 69 anos;10
2016;Doença pelo vírus da imunodeficiência humana [HIV];60 a 69 anos;19
2016;Outras doenças por vírus;60 a 69 anos;-
2016;Micoses;60 a 69 anos;-
2016;Doenças devidas a protozoários;60 a 69 anos;4
2016;Helmintíases;60 a 69 anos;-
2016;Seqüelas de doenças infecciosas e parasitárias;60 a 69 anos;6
2016;Outras doenças infecciosas;60 a 69 anos;1
2016;Neoplasias malignas;60 a 69 anos;650
2016;Neoplasias [tumores] in situ;60 a 69 anos;3
2016;Neoplasias [tumores] benignas(os);60 a 69 anos;3
2016;Neopl de comportamento incerto ou desconhecido;60 a 69 anos;8
2016;Anemias nutricionais;60 a 69 anos;1
2016;Anemias hemolíticas;60 a 69 anos;-
2016;Anemias aplásticas e outras anemias;60 a 69 anos;1
2016;Defeitos coagulação, púrpura, outr afecç hemorrág;60 a 69 anos;1
2016;Outras doenças do sangue e órgãos hematopoéticos;60 a 69 anos;2
2016;Alguns transt q comprometem o mecanismo imunitário;60 a 69 anos;5
2016;Transtornos da glândula tireóide;60 a 69 anos;3
2016;Diabetes mellitus;60 a 69 anos;72
2016;Outr transt regulação glicose e secr pancreát int;60 a 69 anos;1
2016;Transtornos de outras glândulas endócrinas;60 a 69 anos;1
2016;Desnutrição;60 a 69 anos;1
2016;Obesidade e outras formas de hiperalimentação;60 a 69 anos;1
2016;Distúrbios metabólicos;60 a 69 anos;10
2016;Transtornos mentais orgânicos, incl sintomáticos;60 a 69 anos;3
2016;Transt ment e comport dev ao uso subst psicoativa;60 a 69 anos;5
2016;Esquizofrenia, transt esquizotípicos e delirantes;60 a 69 anos;1
2016;Transtornos do humor [afetivos];60 a 69 anos;1
2016;Transt neuróticos, relacion stress e somatoformes;60 a 69 anos;-
2016;Retardo mental;60 a 69 anos;-
2016;Transtornos do desenvolvimento psicológico;60 a 69 anos;-
2016;Transtorno mental não especificado;60 a 69 anos;-
2016;Doenças inflamatórias do sistema nervoso central;60 a 69 anos;4
2016;Atrofias sistêm q afetam princ o sist nerv central;60 a 69 anos;7
2016;Doenças extrapiramidais e transt dos movimentos;60 a 69 anos;4
2016;Outras doenças degenerativas do sistema nervoso;60 a 69 anos;7
2016;Doenças desmielinizantes do sist nervoso central;60 a 69 anos;1
2016;Transtornos episódicos e paroxísticos;60 a 69 anos;2
2016;Polineuropatias e outr transt sist nerv periférico;60 a 69 anos;2
2016;Doenças da junção mioneural e dos músculos;60 a 69 anos;2
2016;Paralisia cerebral e outras síndromes paralíticas;60 a 69 anos;-
2016;Outros transtornos do sistema nervoso;60 a 69 anos;13
2016;Transtornos do humor vítreo e do globo ocular;60 a 69 anos;-
2016;Doenças do ouvido médio e da mastóide;60 a 69 anos;-
2016;Doenças reumáticas crônicas do coração;60 a 69 anos;1
2016;Doenças hipertensivas;60 a 69 anos;16
2016;Doenças isquêmicas do coração;60 a 69 anos;235
2016;Doenças cardíaca pulmonar e da circulação pulmonar;60 a 69 anos;19
2016;Outras formas de doença do coração;60 a 69 anos;122
2016;Doenças cerebrovasculares;60 a 69 anos;204
2016;Doenças das artérias, das arteríolas e capilares;60 a 69 anos;31
2016;Doenças veias, vasos e gânglios linfáticos, NCOP;60 a 69 anos;9
2016;Infecções agudas das vias aéreas superiores;60 a 69 anos;1
